forecast_origin,target_date,actual_std,actual_orig,gamma,n_eff,q0_1_std,q0_1_orig,q0_5_std,q0_5_orig,q0_9_std,q0_9_orig,median_error_orig,median_rel_error_orig
2024-07-17,2024-10-09,2.1642429519860964,1074.4039,6.812920690579608,48.73488251270431,2.1126702623952935,1069.2497492730183,2.258433129586628,1083.8172227529185,2.325296990380704,1090.4995660523466,9.413322752918475,0.008761437624080175
2024-07-24,2024-10-16,2.1596031466272683,1073.9402,6.812920690579608,44.372928506563824,2.118716497758133,1069.854007236645,2.217821753658896,1079.7585406399155,2.337510168079967,1091.7201453786697,5.818340639915505,0.0054177510441600985
2024-07-31,2024-10-23,2.1763402663678586,1075.6129,6.812920690579608,43.45740990092929,2.1417773697754683,1072.158700112197,2.1983136829331373,1077.8089130810088,2.2809750487689504,1086.0700517223397,2.1960130810086866,0.0020416388470319447
2024-08-07,2024-10-30,2.220309851634834,1080.0072,6.812920690579608,34.87097272954718,2.148813795254906,1072.861917217761,2.232072108461492,1081.1827145030263,2.312276960659194,1089.1983503083763,1.1755145030263066,0.001088432098439998
2024-08-14,2024-11-06,2.186389342326172,1076.6172,6.812920690579608,40.824507052420586,2.1600295033121335,1073.9828098897437,2.1867245363162477,1076.6506991322217,2.315367724199376,1089.507239786004,0.03349913222177747,3.1115174661687995e-05
2024-08-21,2024-11-13,2.173876776871754,1075.3667,6.812920690579608,41.43731099499609,2.1341555790379,1071.396981873675,2.2131039227118,1079.2870427987386,2.2740737043004513,1085.3803345504857,3.920342798738602,0.003645586941402037
2024-08-28,2024-11-20,2.1816945036926545,1076.148,6.812920690579608,49.68373780201133,2.1392408357519472,1071.905200075936,2.1738927940248645,1075.3683007468683,2.2503566970678004,1083.0100678252113,-0.7796992531316391,0.0007245279024182911
2024-09-04,2024-11-27,2.1233642355466857,1070.3185,6.812920690579608,46.661865392504545,2.169399892238788,1074.9192822219338,2.1778171704414246,1075.7605011095186,2.241199714457864,1082.0949232215376,5.442001109518515,0.005084468884279319
2024-09-11,2024-12-04,2.163728641018997,1074.3525,10.0,33.953156624516105,2.209166633730503,1078.8935519603451,2.2428507390490107,1082.2599258549903,2.2428507390490107,1082.2599258549903,7.907425854990379,0.007360178205002901
2024-09-18,2024-12-11,2.1995352907420194,1077.931,10.0,28.393152334708805,2.227044083710793,1080.6802160366924,2.227044083710793,1080.6802160366924,2.2376580727152886,1081.7409731850544,2.74921603669236,0.0025504564176114797
2024-09-25,2024-12-18,2.186527425815395,1076.631,6.812920690579608,32.1835188578045,2.219257407629415,1079.9020192332284,2.2225931311849147,1080.2353899014056,2.232137898362424,1081.1892895152741,3.6043899014055114,0.0033478414623074305
2024-10-02,2024-12-25,2.236096396630786,1081.5849,6.812920690579608,30.97034407365266,2.2284509779793513,1080.8208203987028,2.2588748035154533,1083.861363440934,2.328791551140738,1090.8488108372262,2.276463440933867,0.002104747801983799
