forecast_origin,target_date,forecast_std,actual_std,forecast_orig,actual_orig,error_orig,rel_error_orig,n_selected_features,n_eff,gamma
2024-08-14,2024-10-09,2.081398441735921,2.1642429519860964,1066.1244579906672,1074.4039,-8.279442009332797,0.007706079631070584,3,33.28119962918076,10.0
2024-08-21,2024-10-16,2.3475104325721787,2.1596031466272683,1092.71956718334,1073.9402,18.7793671833399,0.017486417943326733,6,28.622234691742282,10.0
2024-08-28,2024-10-23,2.202966482490626,2.1763402663678586,1078.2739117152084,1075.6129,2.6610117152083603,0.0024739492388092038,4,32.64654757060663,6.812920690579608
2024-09-04,2024-10-30,2.268574369475687,2.220309851634834,1084.8307335734985,1080.0072,4.82353357349848,0.004466205015576267,4,31.39356822483665,6.812920690579608
2024-09-11,2024-11-06,2.255290680486747,2.186389342326172,1083.5031678443775,1076.6172,6.8859678443775465,0.0063959296251049555,4,50.51600585026344,6.812920690579608
2024-09-18,2024-11-13,2.113981138943059,2.173876776871754,1069.380757668455,1075.3667,-5.985942331544948,0.005566419651589497,4,36.492593346748414,10.0
2024-09-25,2024-11-20,2.1639576522488904,2.1816945036926545,1074.3753872763164,1076.148,-1.772612723683551,0.0016471830302928138,4,39.71423825402663,6.812920690579608
2024-10-02,2024-11-27,2.1700440119631543,2.1233642355466857,1074.9836552490524,1070.3185,4.6651552490523045,0.0043586607622425515,8,43.86888699834251,6.812920690579608
2024-10-09,2024-12-04,2.1419780320767856,2.163728641018997,1072.178754209713,1074.3525,-2.1737457902870574,0.002023307797289118,7,45.202951234975174,6.812920690579608
2024-10-16,2024-12-11,2.233779829095418,2.1995352907420194,1081.3533833127524,1077.931,3.422383312752345,0.003174955829967173,1,47.06348906109983,6.812920690579608
2024-10-23,2024-12-18,2.266814875192731,2.186527425815395,1084.654890529252,1076.631,8.023890529251958,0.0074527767909822,9,31.39346166853853,10.0
2024-10-30,2024-12-25,2.2952794562052157,2.236096396630786,1087.4996275806407,1081.5849,5.9147275806406014,0.0054685744786568315,2,51.367838814659635,6.812920690579608
