forecast_origin,target_date,forecast_std,actual_std,forecast_orig,actual_orig,error_orig,rel_error_orig,n_selected_features,n_eff,gamma
2024-09-25,2024-10-09,2.2239323154716844,2.1642429519860964,1080.3692273591762,1074.4039,5.965327359176172,0.0055522205002943225,133,48.1137268237553,6.812920690579608
2024-10-02,2024-10-16,2.138598015496908,2.1596031466272683,1071.8409569171804,1073.9402,-2.099243082819612,0.0019547113357146068,133,44.84294994078819,6.812920690579608
2024-10-09,2024-10-23,2.2020207645006953,2.1763402663678586,1078.179397097026,1075.6129,2.566497097025831,0.0023860787621883587,133,25.849958914210305,6.812920690579608
2024-10-16,2024-10-30,2.172799949360824,2.220309851634834,1075.2590823569737,1080.0072,-4.748117643026262,0.004396375915851544,133,39.22864283836604,6.812920690579608
2024-10-23,2024-11-06,2.262696749854875,2.186389342326172,1084.2433269890853,1076.6172,7.626126989085378,0.007083415525114571,133,37.541283789981016,6.812920690579608
2024-10-30,2024-11-13,2.211837678060032,2.173876776871754,1079.1604948943298,1075.3667,3.7937948943297215,0.003527908102724142,133,37.797152318111735,6.812920690579608
2024-11-06,2024-11-20,2.2271313655873684,2.1816945036926545,1080.6889389470384,1076.148,4.540938947038512,0.004219623088124043,133,30.572009936957958,10.0
2024-11-13,2024-11-27,2.2793492757890506,2.1233642355466857,1085.907572723227,1070.3185,15.589072723226991,0.014564891406835432,133,33.982838209535366,10.0
2024-11-20,2024-12-04,2.2100257563026746,2.163728641018997,1078.9794122725582,1074.3525,4.626912272558229,0.004306698474251448,133,36.90990251174186,10.0
2024-11-27,2024-12-11,2.159376503848632,2.1995352907420194,1073.917549425606,1077.931,-4.013450574394028,0.003723290799127243,133,41.57282057809699,6.812920690579608
2024-12-04,2024-12-18,2.1759442333658208,2.186527425815395,1075.5733206450827,1076.631,-1.0576793549173544,0.000982397269739915,2,39.914778430765125,10.0
2024-12-11,2024-12-25,2.332706848019502,2.236096396630786,1091.2401037950717,1081.5849,9.655203795071657,0.008926903283386868,133,46.587211307841116,6.812920690579608
