horizon_weeks,signature_mre,n_forecasts
1,0.2833325988708266,12
2,0.5135376205279375,12
3,0.8326996416073768,12
4,1.027484346960337,12
6,1.1054164038416558,12
8,1.3636204591295065,12
12,0.9946522501685451,12
