date,consumer_loans,sp500,bank_credit,gas_price,loans_leases,securities,ovx,wti_crude,brent_crude,amazon_stock
2024-04-03,1057.5056,5211.49,17569.4014,3.517,12351.259,5218.1423,29.08,86.22,90.6,182.41000366210938
2024-04-10,1055.0416,5160.64,17532.6545,3.591,12349.2024,5183.4521,30.08,86.98,91.57,185.9499969482422
2024-04-17,1055.7891,5022.21,17522.0763,3.628,12349.937,5172.1394,33.0,83.58,89.54,181.27999877929688
2024-04-24,1054.8084,5071.63,17526.8517,3.668,12365.5934,5161.2583,29.04,84.09,89.02,176.58999633789062
2024-05-01,1056.3377,5018.39,17530.726,3.653,12384.3993,5146.3267,28.7,80.7,83.55,179.0
2024-05-08,1059.4368,5187.67,17551.2766,3.643,12390.6444,5160.6322,27.91,80.57,82.44,188.0
2024-05-15,1058.4281,5308.15,17591.039,3.608,12397.9736,5193.0654,28.07,80.23,79.98,185.99000549316406
2024-05-22,1060.404,5307.01,17570.6192,3.584,12391.0168,5179.6024,27.71,79.15,79.9,183.1300048828125
2024-05-29,1064.505,5266.95,17563.1431,3.577,12390.5279,5172.6153,26.77,80.24,81.5,182.02000427246094
2024-06-05,1062.5167,5354.03,17608.4502,3.516,12399.7896,5208.6606,29.18,75.08,75.41,181.27999877929688
2024-06-12,1063.2025,5421.03,17616.9352,3.429,12407.7203,5209.215,24.8,79.56,80.52,186.88999938964844
2024-06-19,1064.3444,5487.03,17664.6857,3.435,12420.1363,5244.5494,23.73,82.67,85.64,182.80999755859375
2024-06-26,1063.9045,5477.9,17677.0844,3.438,12427.9347,5249.1497,26.24,82.19,85.76,193.61000061035156
2024-07-03,1062.9404,5537.02,17682.0373,3.479,12427.856,5254.1813,24.62,85.19,88.25,197.58999633789062
2024-07-10,1063.9784,5633.91,17691.7113,3.489,12429.9374,5261.7739,24.01,83.39,86.55,199.7899932861328
2024-07-17,1065.0864,5588.27,17706.285,3.496,12436.1416,5270.1435,25.28,84.16,85.76,187.92999267578125
2024-07-24,1065.9524,5427.13,17722.5427,3.471,12447.8927,5274.65,26.85,78.78,83.01,180.8300018310547
2024-07-31,1067.4365,5522.3,17742.1933,3.484,12460.8934,5281.2999,33.69,79.36,81.39,186.97999572753906
2024-08-07,1068.3688,5199.5,17751.8055,3.448,12457.6088,5294.1967,38.01,76.68,78.26,162.77000427246094
2024-08-14,1068.9795,5455.21,17793.1051,3.414,12465.9991,5327.106,31.51,78.47,82.15,170.10000610351562
2024-08-21,1070.2632,5620.85,17805.5646,3.382,12478.0441,5327.5205,32.7,72.76,78.77,180.11000061035156
2024-08-28,1068.6987,5592.18,17780.8348,3.313,12468.6753,5312.1595,32.12,75.49,80.04,170.8000030517578
2024-09-04,1071.5461,5520.07,17803.5439,3.289,12474.7827,5328.7612,37.95,70.11,74.67,173.3300018310547
2024-09-11,1071.6662,5554.13,17828.2588,3.236,12479.2156,5349.0432,37.76,68.25,70.31,184.52000427246094
2024-09-18,1072.7482,5618.26,17840.5824,3.18,12493.2681,5347.3142,36.19,71.87,74.52,186.42999267578125
2024-09-25,1071.5047,5722.26,17866.8176,3.185,12497.939,5368.8785,34.4,70.42,75.4,192.52999877929688
2024-10-02,1072.2602,5709.54,17892.7,3.179,12505.7609,5386.9391,46.52,70.74,74.86,184.75999450683594
