forecast_origin,target_date,actual_std,actual_orig,gamma,n_eff,q0_1_std,q0_1_orig,q0_5_std,q0_5_orig,q0_9_std,q0_9_orig,median_error_orig,median_rel_error_orig
2024-09-11,2024-10-09,2.1642429519860964,1074.4039,6.812920690579608,45.68271893284323,2.1368426527581605,1071.66552677755,2.1558442650577923,1073.564539115767,2.1784581166770565,1075.8245569796418,-0.8393608842329741,0.0007812340258937761
2024-09-18,2024-10-16,2.1596031466272683,1073.9402,6.812920690579608,47.31992019247712,2.154975210579071,1073.4776862134106,2.164698218269444,1074.4493991016352,2.2116230007291815,1079.1390401412493,0.509199101635204,0.0004741410198027823
2024-09-25,2024-10-23,2.1763402663678586,1075.6129,10.0,31.494712995462343,2.144516659545762,1072.4324634639436,2.1681417691424762,1074.793545982018,2.1906721449888127,1077.0452213157837,-0.8193540179820502,0.0007617554772558512
2024-10-02,2024-10-30,2.220309851634834,1080.0072,10.0,28.564907986585823,2.147523585717082,1072.732974273732,2.147523585717082,1072.732974273732,2.1947054425371753,1077.4483072059315,-7.274225726268014,0.006735349288660311
2024-10-09,2024-11-06,2.186389342326172,1076.6172,6.812920690579608,48.07810993523551,2.1691915663310977,1074.8984622271441,2.1691915663310977,1074.8984622271441,2.2084763519309916,1078.824565516803,-1.718737772855775,0.0015964242191707275
2024-10-16,2024-11-13,2.173876776871754,1075.3667,6.812920690579608,44.764089081700774,2.14854221603407,1072.8347757161328,2.1900616680029903,1076.9842105283835,2.1950607236732003,1077.483813838222,1.617510528383491,0.0015041478673121372
2024-10-23,2024-11-20,2.1816945036926545,1076.148,6.812920690579608,25.80618573095323,2.172024556948709,1075.1815899982018,2.1880666094050416,1076.7848252955291,2.2031356200050736,1078.290815240116,0.6368252955292064,0.0005917636751907791
2024-10-30,2024-11-27,2.1233642355466857,1070.3185,6.812920690579608,39.48440531224827,2.186780398561561,1076.656281979162,2.198271541947167,1077.804701530376,2.2459837830090907,1082.5730408182128,7.486201530375865,0.006994368059952121
2024-11-06,2024-12-04,2.163728641018997,1074.3525,6.812920690579608,37.60600184824466,2.181316092596648,1076.1101817702147,2.2360001712796915,1081.5752832829503,2.248382176306561,1082.8127351342514,7.222783282950331,0.006722917555411591
2024-11-13,2024-12-11,2.1995352907420194,1077.931,6.812920690579608,38.08896397311587,2.179224873591197,1075.901186310743,2.195023508376017,1077.4800945586467,2.245811971439888,1082.5558700495108,-0.4509054413533704,0.0004183064049121608
2024-11-20,2024-12-18,2.186527425815395,1076.631,10.0,30.57380645281111,2.1883445055711475,1076.812598109744,2.201474883343037,1078.1248419867939,2.23963490537918,1081.938536926495,1.4938419867937682,0.001387515301708541
2024-11-27,2024-12-25,2.236096396630786,1081.5849,10.0,34.3271517346658,2.132006289719374,1071.1821828939928,2.169627629443538,1074.942042172767,2.2236303548267564,1080.3390495520862,-6.6428578272330014,0.006141781220533868
