forecast_origin,target_date,actual_std,actual_orig,gamma,n_eff,q0_1_std,q0_1_orig,q0_5_std,q0_5_orig,q0_9_std,q0_9_orig,median_error_orig,median_rel_error_orig
2024-10-02,2024-10-09,2.1642429519860964,1074.4039,6.812920690579608,25.720396249400743,2.1414037619398005,1072.1213619180269,2.1414037619398005,1072.1213619180269,2.1641408193905836,1074.393692915677,-2.2825380819731436,0.0021244692819647653
2024-10-09,2024-10-16,2.1596031466272683,1073.9402,6.812920690579608,39.317124428339966,2.1474041363820624,1072.7210365624778,2.163169039809868,1074.2965737141744,2.190495178241988,1077.0275353410161,0.3563737141744241,0.00033183757733849995
2024-10-16,2024-10-23,2.1763402663678586,1075.6129,6.812920690579608,37.617712191794,2.1487537462886226,1072.8559159518645,2.182153942176251,1076.1939160693967,2.183202629138881,1076.2987213590511,0.5810160693965827,0.0005401720910901892
2024-10-23,2024-10-30,2.220309851634834,1080.0072,6.812920690579608,38.0305978623146,2.1642750688731596,1074.4071097468277,2.179353545216856,1075.9140456934551,2.1966658937856405,1077.6442337962967,-4.093154306544875,0.0037899324250290876
2024-10-30,2024-11-06,2.186389342326172,1076.6172,10.0,30.36977221485252,2.2106365378254247,1079.040453495238,2.2241510041771204,1080.3910830071761,2.234273519594971,1081.4027225127702,3.7738830071762095,0.003505315545001705
2024-11-06,2024-11-13,2.173876776871754,1075.3667,10.0,33.832680363360424,2.177879741161182,1075.7667543982898,2.201603568707374,1078.1377027425428,2.231293961721649,1081.104946878016,2.771002742542805,0.0025767979820677032
2024-11-13,2024-11-20,2.1816945036926545,1076.148,10.0,36.5496175882069,2.143744795742303,1072.3553237526876,2.177093186940315,1075.6881465335177,2.1882596632239766,1076.8041190048375,-0.45985346648217273,0.00042731433453593073
2024-11-20,2024-11-27,2.1233642355466857,1070.3185,6.812920690579608,41.3599329499741,2.1474269690498913,1072.7233184487325,2.1778368491343096,1075.7624677889771,2.2201958514530844,1079.9958068746016,5.443967788977034,0.005086306355516637
2024-11-27,2024-12-04,2.163728641018997,1074.3525,10.0,40.058915840251814,2.1192756159654493,1069.909885251493,2.13225483876981,1071.207022771051,2.166925939853708,1074.6720365656524,-3.1454772289489483,0.0029277888113528367
2024-12-04,2024-12-11,2.1995352907420194,1077.931,6.812920690579608,45.891016549747405,2.101257332431442,1068.109146334973,2.1552742921964985,1073.5075762918245,2.195746701445031,1077.5523701392299,-4.4234237081755055,0.0041036241727675565
2024-12-11,2024-12-18,2.186527425815395,1076.631,6.812920690579608,40.897512869137515,2.1362998464560947,1071.6112789669628,2.201355797991728,1078.1129406519035,2.2322936574892234,1081.2048560103126,1.4819406519034146,0.0013764610641003412
2024-12-18,2024-12-25,2.236096396630786,1081.5849,6.812920690579608,22.563727422443538,2.174027569434322,1075.3817701389078,2.2198183045046274,1079.9580750073226,2.2211422056969408,1080.090385079707,-1.6268249926774843,0.0015041121530796927
