pinball_q0_1_y_only,pinball_q0_5_y_only,pinball_q0_9_y_only,median_mae_y_only,median_rmse_y_only,median_mre_y_only,interval_coverage_y_only,avg_interval_width_y_only,horizon_weeks,n_forecasts,pinball_q0_1_joint,pinball_q0_5_joint,pinball_q0_9_joint,median_mae_joint,median_rmse_joint,median_mre_joint,interval_coverage_joint,avg_interval_width_joint,point_mae_y_only,point_rmse_y_only,point_mre_y_only,point_mae_joint,point_rmse_joint,point_mre_joint
4752.977407250024,7559.819996545293,3318.790805860924,15119.639993090586,17407.523734155446,6.740121655228978,0.6538461538461539,30136.940761791975,1,26,5052.969469891695,7866.459862688051,5808.163312257,15732.919725376101,20774.617707303765,7.033622128713548,0.4230769230769231,22489.709826366525,24094.6075238502,31155.223609840996,10.972583430716504,139954.14067373055,398382.2603555203,64.69510639236795
6271.507906417084,9460.896491248868,5267.551523331073,18921.792982497736,23622.545749654862,8.532455390778543,0.34615384615384615,34570.24219379552,2,26,6532.081857698881,11311.122622473215,7555.566635788432,22622.24524494643,27539.592908121773,10.202637815650634,0.46153846153846156,45866.099469577646,58474.836766399014,83236.40441544361,26.46559499013143,3565985.0658648913,6413713.932095594,1557.6035198004756
10364.820772850215,14752.096658253806,8574.896010444798,29504.19331650761,32885.15585990438,13.292204517212502,0.38461538461538464,34809.67096187089,3,26,11261.773576004527,22000.905398255905,13988.41292692564,44001.81079651181,52539.93408373474,19.814886781690966,0.4230769230769231,68514.23773221934,130842.87531640481,173228.0342880796,58.61824385010311,20461410.02161281,40372030.51959024,9064.974401725543
13597.268979354782,15838.188791035413,6303.67693577897,31676.377582070825,40655.57374754635,14.286272958247793,0.38461538461538464,52296.73337941435,4,26,10895.92235606578,17245.601630205885,35076.07775597685,34491.20326041177,61806.36731034429,15.55788187921135,0.6923076923076923,387856.06166920636,187179.77865934506,233143.40980173863,83.66769140792752,33239224.703712855,45718038.4810098,14750.576780109808
14937.240997068913,24545.082279599595,16354.32580101626,49090.16455919919,64599.63561900243,22.487821126944578,0.46153846153846156,130125.2209855318,6,26,44074.378842146405,266994.5258737468,71175.9231506924,533989.0517474936,1024764.9787327865,237.06298967639142,0.38461538461538464,658157.534329964,340249.9430490149,442829.9806810563,154.19372176676896,38103013.428161874,60724841.30638808,16749.652727583376
27741.160091704223,33054.44260469433,59237.879721953286,66108.88520938867,86480.89659397396,29.571159766935523,0.23076923076923078,518664.12517206004,8,26,28439.04035243669,174231.48874245115,86739.59570533439,348462.9774849023,618945.2280946892,152.15658505158726,0.38461538461538464,383885.8884412106,507688.93670835695,615821.9938888899,224.7787760286261,30738881.05626204,45428396.27258318,14157.23354586967
89511.79228849766,272121.7669290489,188248.44817934078,544243.5338580979,1014999.5314534592,252.4836603577936,0.38461538461538464,1832412.6693045148,12,26,245089.33225340344,201627.59515609333,114161.52414428127,403255.19031218666,590436.588124284,184.42792532366582,0.3076923076923077,796554.2713067741,747357.9331794864,885246.1343059461,339.3943214337112,22284706.077871103,41132123.18630665,10032.33429452646
