forecast_origin,target_date,actual_std,actual_orig,gamma,n_eff,q0_1_std,q0_1_orig,q0_5_std,q0_5_orig,q0_9_std,q0_9_orig,median_error_orig,median_rel_error_orig
2022-05-07,2022-11-05,-0.35123035530869706,204000.0,0.6812920690579608,41.34795152176906,-0.33288157002541174,218690.60483441403,-0.33288157002541174,218690.60483441403,-0.33288157002541174,218690.60483441403,14690.604834414029,0.0720127687961472
2022-06-04,2022-12-03,-0.3449852804836287,209000.0,1.0,40.67347277450713,-0.06799694950568974,430765.42214200564,0.4237547491017147,824477.0367998993,0.4237547491017147,824477.0367998993,615477.0367998993,2.944866204784207
2022-07-02,2023-01-07,-0.343736265518615,210000.0,0.6812920690579608,40.35676901451803,0.013665177327034206,496146.64584242,0.8933188325362503,1200424.5607187953,0.8933188325362503,1200424.5607187953,990424.5607187953,4.716307431994263
2022-08-06,2023-02-04,-0.33749119069354666,215000.0,1.0,39.93684319583104,0.09513086443182944,561370.593822822,1.8668908585127257,1979896.4271474092,2.154821461127342,2210422.5702921115,1764896.4271474092,8.208820591383299
2022-09-03,2023-03-04,-0.3187559662183416,230000.0,1.467799267622069,42.16499953631319,-0.2583784468328692,278340.1088671597,1.9794989991257532,2070053.9863178832,1.9794989991257532,2070053.9863178832,1840053.9863178832,8.000234723121231
2022-10-01,2023-04-01,-0.3349931607635193,217000.0,1.467799267622069,38.860070861542084,-0.1577972946858991,358868.48920235387,3.2857870709613257,3115908.6064995364,3.2857870709613257,3115908.6064995364,2898908.6064995364,13.359025836403394
2022-11-05,2023-05-06,-0.32749907097343733,223000.0,1.467799267622069,39.56042308061391,-0.2991062325717918,245732.1843188122,2.3407805985890278,2359307.2055211617,2.3407805985890278,2359307.2055211617,2136307.2055211617,9.579852939556778
2022-12-03,2023-06-03,-0.2912776369880409,252000.0,1.467799267622069,40.090924969539245,-0.23918277163504326,293708.7599526299,2.8287972664740524,2750028.4390971614,3.9106764476769653,3616214.3628111114,2498028.4390971614,9.912811266258577
2023-01-07,2023-07-01,-0.29627369684809557,248000.0,1.467799267622069,40.64442371204391,-0.37008973514108234,188900.59738221078,0.07451184243287057,544862.3672790886,0.07451184243287057,544862.3672790886,296862.3672790886,1.197025674512454
2023-02-04,2023-08-05,-0.28378354719795884,258000.00000000003,1.467799267622069,43.828529593822466,-0.37496687255014327,184995.81037350785,-0.14787348370927106,366813.79911024554,-0.08470548161943492,417388.05471105396,108813.79911024551,0.4217589112800213
2023-03-04,2023-09-02,-0.32500104104341,224999.99999999997,1.467799267622069,42.765310403298166,-0.33080586465699524,220352.47873229306,0.11039165431846792,573588.8540631798,1.208751041886622,1452969.3405540949,348588.8540631798,1.549283795836355
2023-04-01,2023-10-07,-0.343736265518615,210000.0,1.467799267622069,43.68188882931254,-0.3059722757005569,240235.01789479743,-0.3059722757005569,240235.01789479743,-0.3059722757005569,240235.01789479743,30235.017894797435,0.1439762756895116
2023-05-06,2023-11-04,-0.336242175728533,216000.0,1.467799267622069,44.68459835604229,-0.34678447127415135,207559.51222289563,-0.34678447127415135,207559.51222289563,-0.34678447127415135,207559.51222289563,-8440.487777104368,0.03907633230140911
2023-06-03,2023-12-02,-0.33749119069354666,215000.0,1.467799267622069,44.378167021112624,-0.3710716766364627,188114.42465979705,-0.3710716766364627,188114.42465979705,-0.3710716766364627,188114.42465979705,-26885.57534020295,0.12504918762885095
2023-07-01,2024-01-06,-0.354977400203738,201000.0,1.467799267622069,44.80206526979426,-0.33421817752615407,217620.47554198583,-0.33421817752615407,217620.47554198583,-0.33421817752615407,217620.47554198583,16620.475541985827,0.0826889330447056
2023-08-05,2024-02-03,-0.339989220623574,213000.0,2.154434690031882,42.14249398761583,-0.3047150674692156,241241.57767715162,-0.3047150674692156,241241.57767715162,-0.3047150674692156,241241.57767715162,28241.577677151625,0.1325895665593973
