forecast_origin,target_date,actual_std,actual_orig,gamma,n_eff,q0_1_std,q0_1_orig,q0_5_std,q0_5_orig,q0_9_std,q0_9_orig,median_error_orig,median_rel_error_orig
2022-09-03,2022-11-05,-0.35123035530869706,204000.0,1.467799267622069,40.065562541578224,-0.3875513834789808,174920.26181616943,-0.3855336444198233,176535.7260945622,-0.3338920640409391,217881.57208153885,-27464.27390543779,0.13462879365410682
2022-10-01,2022-12-03,-0.3449852804836287,209000.0,1.467799267622069,43.43883283049993,-0.37192058634272906,187434.76130103407,-0.37192058634272906,187434.76130103407,-0.37192058634272906,187434.76130103407,-21565.238698965928,0.10318296028213363
2022-11-05,2023-01-07,-0.343736265518615,210000.0,1.467799267622069,42.25627747135732,-0.521807376052916,67430.76302344212,-0.4102905379174787,156714.5916877503,-0.34541584322541274,208655.2781561113,-53285.408312249696,0.2537400395821414
2022-12-03,2023-02-04,-0.33749119069354666,215000.0,1.467799267622069,43.00891113493543,-0.3939422165575752,169803.56325161346,-0.3939422165575752,169803.56325161346,-0.020923075339264408,468454.2213037596,-45196.436748386535,0.21021598487621646
2023-01-07,2023-03-04,-0.3187559662183416,230000.0,1.467799267622069,44.379216172835136,-0.4838927665354335,97786.37170669565,-0.34340000303961116,210269.22213778296,-0.34340000303961116,210269.22213778296,-19730.777862217044,0.0857859907052915
2023-02-04,2023-04-01,-0.3349931607635193,217000.0,1.467799267622069,43.794739162162266,-0.369425889890673,189432.09241550055,-0.369425889890673,189432.09241550055,-0.3507784304164503,204361.82504205767,-27567.90758449945,0.12704104877649516
2023-03-04,2023-05-06,-0.32749907097343733,223000.0,1.467799267622069,44.3066296591544,-0.3234900727200412,226209.72795818522,-0.31963166439869234,229298.88896059693,-0.3026624723950766,242884.94875887167,6298.888960596931,0.028246138836757535
2023-04-01,2023-06-03,-0.2912776369880409,252000.0,2.154434690031882,41.89190803317719,-0.3193457093848326,229527.83338630013,-0.3026993044522841,242855.45987503984,-0.2842484451441093,257627.78832986573,-9144.540124960156,0.036287857638730776
2023-05-06,2023-07-01,-0.29627369684809557,248000.0,2.154434690031882,37.324557665104855,-0.32971338968249664,221227.14797573694,-0.32971338968249664,221227.14797573694,-0.30246487860103555,243043.14845989677,-26772.852024263062,0.1079550484849317
2023-06-03,2023-08-05,-0.28378354719795884,258000.00000000003,2.154434690031882,34.81853069343919,-0.3065958065202702,239735.79984122797,-0.3065958065202702,239735.79984122797,-0.2876066493531288,254939.10620588274,-18264.20015877206,0.07079147348361263
2023-07-01,2023-09-02,-0.32500104104341,224999.99999999997,2.154434690031882,34.74430887308688,-0.30293160192402974,242669.47533662152,-0.30230361441529446,243172.26155322095,-0.28565738120375767,256499.75055680916,18172.261553220975,0.08076560690320435
2023-08-05,2023-10-07,-0.343736265518615,210000.0,1.467799267622069,45.063743640990175,-0.279543517024115,261394.69925710413,-0.2637194329470683,274063.950243119,-0.25745473761906995,279079.6590244223,64063.950243118976,0.305066429729138
2023-09-02,2023-11-04,-0.336242175728533,216000.0,2.154434690031882,38.48822836911325,-0.3607085598158809,196411.45640950737,-0.3172276913795684,231223.5840895281,-0.30240305566286935,243092.64581573152,15223.5840895281,0.0704795559700375
2023-10-07,2023-12-02,-0.33749119069354666,215000.0,2.154434690031882,39.466648637313696,-0.3603177492862876,196724.35140319465,-0.32445604158784913,225436.34341527274,-0.2935814989374681,250155.4568888596,10436.343415272742,0.04854113216405927
2023-11-04,2024-01-06,-0.354977400203738,201000.0,2.154434690031882,39.88947883385772,-0.3947921287071331,169123.09730575624,-0.36507413612299167,192916.24103627686,-0.2959708576850537,248242.4623975891,-8083.758963723143,0.040217706287179814
2023-12-02,2024-02-03,-0.339989220623574,213000.0,2.154434690031882,39.79261365528874,-0.38959119213794874,173287.1279337859,-0.3086492128742503,238091.77922378274,-0.3086492128742503,238091.77922378274,25091.779223782738,0.11780178039334618
2024-01-06,2024-03-02,-0.339989220623574,213000.0,2.154434690031882,38.08084278919071,-0.35768835953285016,198829.52213940653,-0.32416812167949777,225666.86099625964,-0.32416812167949777,225666.86099625964,12666.860996259638,0.05946883096835511
2024-02-03,2024-04-06,-0.339989220623574,213000.0,1.467799267622069,42.15470605320805,-0.3625419006660459,194943.627038748,-0.34466475074971914,209256.62601561064,-0.3414138527270239,211859.39548896096,-3743.3739843893563,0.017574525748306837
2024-03-02,2024-05-04,-0.3187559662183416,230000.0,1.467799267622069,41.26771823219919,-0.3767282900321841,183585.5650751086,-0.3731437056478569,186455.49416702142,-0.3731437056478569,186455.49416702142,-43544.50583297858,0.1893239384042547
2024-04-06,2024-06-01,-0.32250301111338264,227000.0,1.467799267622069,43.07991274534116,-0.3873039661926191,175118.35174566763,-0.3689657895596118,189800.46296665416,-0.3689657895596118,189800.46296665416,-37199.53703334584,0.16387461248169974
2024-05-04,2024-07-06,-0.32749907097343733,223000.0,2.154434690031882,37.66690302400209,-0.36022281831317987,196800.35607548995,-0.35323930946482246,202391.56918660022,-0.3145641867135849,233356.06827954287,-20608.430813399784,0.0924144879524654
2024-06-01,2024-08-03,-0.31375990635828693,234000.0,2.154434690031882,39.751893032950726,-0.3534981316488944,202184.3481433607,-0.3534981316488944,202184.3481433607,-0.2968996462104237,247498.84558643276,-31815.651856639306,0.13596432417367224
2024-07-06,2024-09-07,-0.32250301111338264,227000.0,2.154434690031882,37.800070414800906,-0.340438410238486,212640.36490555014,-0.3229165082548182,226668.9414034114,-0.303831671070437,241948.8521482537,-331.058596588613,0.001458407914487282
2024-08-03,2024-10-05,-0.28378354719795884,258000.00000000003,2.154434690031882,37.51068604497095,-0.3135387944383653,234177.02903977555,-0.3010309158638614,244191.2233647947,-0.2866988067440247,255665.95306883779,-13808.776635205315,0.053522390058935325
2024-09-07,2024-11-02,-0.3299971009034646,221000.0,2.154434690031882,40.45943822347057,-0.3310715436681364,220139.76790129172,-0.3310715436681364,220139.76790129172,-0.32823164416877354,222413.479248963,-860.2320987082785,0.0038924529353315768
