pinball_q0_1,pinball_q0_5,pinball_q0_9,median_mae,median_rmse,median_mre,interval_coverage,avg_interval_width,horizon_weeks,n_forecasts
5052.969469891695,7866.459862688051,5808.163312257,15732.919725376101,20774.617707303765,7.033622128713548,0.4230769230769231,22489.709826366525,1,26
6532.081857698881,11311.122622473215,7555.566635788432,22622.24524494643,27539.592908121773,10.202637815650634,0.46153846153846156,45866.099469577646,2,26
11261.773576004527,22000.905398255905,13988.41292692564,44001.81079651181,52539.93408373474,19.814886781690966,0.4230769230769231,68514.23773221934,3,26
10895.92235606578,17245.601630205885,35076.07775597685,34491.20326041177,61806.36731034429,15.55788187921135,0.6923076923076923,387856.06166920636,4,26
44074.378842146405,266994.5258737468,71175.9231506924,533989.0517474936,1024764.9787327865,237.06298967639142,0.38461538461538464,658157.534329964,6,26
28439.04035243669,174231.48874245115,86739.59570533439,348462.9774849023,618945.2280946892,152.15658505158726,0.38461538461538464,383885.8884412106,8,26
245089.33225340344,201627.59515609333,114161.52414428127,403255.19031218666,590436.588124284,184.42792532366582,0.3076923076923077,796554.2713067741,12,26
