forecast_origin,target_date,actual_std,actual_orig,gamma,n_eff,q0_1_std,q0_1_orig,q0_5_std,q0_5_orig,q0_9_std,q0_9_orig,median_error_orig,median_rel_error_orig
2022-07-02,2022-11-05,-0.35123035530869706,204000.0,1.467799267622069,42.257415935739374,-0.24746149438029227,287080.5585482069,-0.24746149438029227,287080.5585482069,-0.07639216096992335,424043.956267382,83080.55854820687,0.40725763994219055
2022-08-06,2022-12-03,-0.3449852804836287,209000.0,1.467799267622069,38.9561104451007,-0.3403466796307586,212713.80726636795,-0.32246680121061305,227028.99076775208,-0.31595836401834987,232239.84682198035,18028.990767752082,0.08626311372130183
2022-09-03,2023-01-07,-0.343736265518615,210000.0,1.467799267622069,39.424095439794456,-0.3531084053614746,202496.37505923957,-0.334090514759784,217722.68630001997,-0.3204030373616513,228681.30391592893,7722.686300019966,0.036774696666761746
2022-10-01,2023-02-04,-0.33749119069354666,215000.0,1.467799267622069,40.21787055187217,-0.3372416681975905,215199.77542539168,-0.32658285280097255,223733.55259795045,-0.30431990828491884,241557.9543382531,8733.552597950445,0.04062117487418812
2022-11-05,2023-03-04,-0.3187559662183416,230000.0,1.467799267622069,40.785776631359944,-0.33822742390561045,214410.5489264048,-0.33822742390561045,214410.5489264048,-0.31855841999800677,230158.16161204496,-15589.451073595206,0.0677802220591096
2022-12-03,2023-04-01,-0.3349931607635193,217000.0,2.154434690031882,36.38167258496043,-0.3856987527283386,176403.53527768637,-0.35970027200031446,197218.7228104791,-0.3254151573934184,224668.4456458823,-19781.277189520886,0.09115795939871377
2023-01-07,2023-05-06,-0.32749907097343733,223000.0,1.467799267622069,42.77948151436925,-0.36754108439662614,190941.12597141654,-0.36754108439662614,190941.12597141654,-0.3195235621458823,229385.4389666722,-32058.874028583465,0.14376176694432047
2023-02-04,2023-06-03,-0.2912776369880409,252000.0,1.467799267622069,43.88843986907988,-0.3629343513357336,194629.41889818874,-0.3629343513357336,194629.41889818874,-0.31777110322861857,230788.5117611159,-57370.58110181126,0.22766103611829863
2023-03-04,2023-07-01,-0.29627369684809557,248000.0,1.467799267622069,44.7979780388651,-0.32036215229305814,228714.0377659935,-0.3031938656155824,242459.49891608293,-0.3031938656155824,242459.49891608293,-5540.501083917072,0.022340730177084968
2023-04-01,2023-08-05,-0.28378354719795884,258000.00000000003,1.467799267622069,44.47870119002069,-0.34617452575982144,208047.8534609233,-0.31711135430513554,231316.72714841177,-0.28664268047724534,255710.88949342156,-26683.272851588263,0.10342353818445062
