forecast_origin,target_date,forecast_std,actual_std,forecast_orig,actual_orig,error_orig,rel_error_orig,n_selected_features,n_eff,gamma
2022-07-02,2022-11-05,-14.283050246983494,-0.35123035530869706,-10950245.771204447,204000.0,-11154245.771204447,54.67767534904141,91,42.257415935739374,1.467799267622069
2022-08-06,2022-12-03,20.73494675603639,-0.3449852804836287,17086245.370946623,209000.0,16877245.370946623,80.75237019591685,91,38.9561104451007,1.467799267622069
2022-09-03,2023-01-07,67.41240340868559,-0.343736265518615,54457660.41411093,210000.0,54247660.41411093,258.3221924481473,91,39.424095439794456,1.467799267622069
2022-10-01,2023-02-04,57.526348557371335,-0.33749119069354666,46542579.2275488,215000.0,46327579.2275488,215.4771126862735,91,40.21787055187217,1.467799267622069
2022-11-05,2023-03-04,66.81823143040062,-0.3187559662183416,53981947.9567518,230000.0,53751947.9567518,233.7041215510948,91,40.785776631359944,1.467799267622069
2022-12-03,2023-04-01,108.31614079257845,-0.3349931607635193,87206457.28977142,217000.0,86989457.28977142,400.87307506807105,91,36.38167258496043,2.154434690031882
2023-01-07,2023-05-06,-10.774798477326163,-0.32749907097343733,-8141430.93076822,223000.0,-8364430.93076822,37.5086588823687,91,42.77948151436925,1.467799267622069
2023-02-04,2023-06-03,-20.988789939696314,-0.2912776369880409,-16319068.307801861,252000.0,-16571068.307801861,65.75820757064231,91,43.88843986907988,1.467799267622069
2023-03-04,2023-07-01,-21.377694531288924,-0.29627369684809557,-16630437.34859502,248000.0,-16878437.34859502,68.0582151153025,91,44.7979780388651,1.467799267622069
2023-04-01,2023-08-05,-121.5079848583069,-0.28378354719795884,-96797843.77028036,258000.00000000003,-97055843.77028036,376.1854409700789,91,44.47870119002069,1.467799267622069
2023-05-06,2023-09-02,-48.28255893671402,-0.32500104104341,-38171303.67851176,224999.99999999997,-38396303.67851176,170.6502385711634,91,44.992850858562875,1.467799267622069
2023-06-03,2023-10-07,-50.8719779809912,-0.343736265518615,-40244472.62909262,210000.0,-40454472.62909262,192.640345852822,91,42.39741766324227,2.154434690031882
2023-07-01,2023-11-04,-20.197587043381912,-0.336242175728533,-15685606.805356417,216000.0,-15901606.805356417,73.61855002479822,91,37.5109383513664,2.154434690031882
2023-08-05,2023-12-02,-30.063288642216325,-0.33749119069354666,-23584392.548669297,215000.0,-23799392.548669297,110.69484906357813,91,34.96609913066799,2.154434690031882
2023-09-02,2024-01-06,-39.222537920516515,-0.354977400203738,-30917570.720958006,201000.0,-31118570.720958006,154.81875980576123,91,35.27973972156136,2.154434690031882
2023-10-07,2024-02-03,-1.8664715253005801,-0.339989220623574,-1009148.931306279,213000.0,-1222148.931306279,5.737788409888634,91,45.58877929636003,1.467799267622069
2023-11-04,2024-03-02,9.91191805790314,-0.339989220623574,8420993.95178945,213000.0,8207993.95178945,38.535182872250935,91,38.22007407160031,2.154434690031882
2023-12-02,2024-04-06,13.82214403086155,-0.339989220623574,11551641.768259458,213000.0,11338641.768259458,53.23305994488008,91,39.69896772376863,2.154434690031882
2024-01-06,2024-05-04,22.281337963907124,-0.3187559662183416,18324333.985724594,230000.0,18094333.985724594,78.67101732923737,91,39.669190978973916,2.154434690031882
2024-02-03,2024-06-01,63.81036846452945,-0.32250301111338264,51573759.864435196,227000.0,51346759.864435196,226.1971800195383,91,39.50615424515002,2.154434690031882
2024-03-02,2024-07-06,107.60318943400571,-0.32749907097343733,86635646.38794613,223000.0,86412646.38794613,387.5006564481889,91,38.02828211038452,2.154434690031882
2024-04-06,2024-08-03,140.38841429118983,-0.31375990635828693,112884511.11377853,234000.0,112650511.11377853,481.4124406571732,91,36.90263702146743,2.154434690031882
2024-05-04,2024-09-07,5.957895241374223,-0.32250301111338264,5255281.028177168,227000.0,5028281.028177168,22.15101774527387,91,42.27150707850484,1.467799267622069
2024-06-01,2024-10-05,11.80683270718743,-0.28378354719795884,9938121.20995929,258000.00000000003,9680121.20995929,37.519849651004996,91,43.364705917364795,1.467799267622069
2024-07-06,2024-11-02,-2.5613835765383812,-0.3299971009034646,-1565517.0059115305,221000.0,-1786517.0059115305,8.083787357065749,91,37.11115618586286,2.154434690031882
2024-08-03,2024-12-07,0.3952113124667021,-0.30876384649823224,801624.2788790201,238000.0,563624.2788790201,2.3681692389874796,91,39.275886411966304,2.154434690031882
